n.evals.q.1.0.	2d.nav._.hebbian.network.best.quality.consistency	2d.nav._.hebbian.network.best.quality.consistency.min	2d.nav._.hebbian.network.best.quality.consistency.max	2d.nav._.hebbian.synapse.best.quality.consistency	2d.nav._.hebbian.synapse.best.quality.consistency.min	2d.nav._.hebbian.synapse.best.quality.consistency.max	2d.nav._.freeForm.best.quality.consistency	2d.nav._.freeForm.best.quality.consistency.min	2d.nav._.freeForm.best.quality.consistency.max
1.000e+02	0.000e+00	0.000e+00	2.933e-10	3.497e-01	8.670e-02	1.970e+00	0.000e+00	0.000e+00	0.000e+00
2.000e+02	0.000e+00	0.000e+00	5.760e-02	3.778e+00	2.791e+00	6.528e+00	0.000e+00	0.000e+00	9.739e-10
3.000e+02	8.608e-03	0.000e+00	1.730e-01	3.778e+00	2.791e+00	4.391e+01	0.000e+00	0.000e+00	9.739e-10
4.000e+02	5.760e-02	0.000e+00	1.730e-01	8.194e+01	8.993e+00	1.573e+02	0.000e+00	0.000e+00	9.739e-10
5.000e+02	1.303e-01	8.260e-06	5.796e-01	1.398e+02	3.212e+01	1.737e+02	0.000e+00	0.000e+00	1.742e-05
6.000e+02	1.730e-01	2.523e-03	3.757e+00	1.573e+02	4.391e+01	1.754e+02	0.000e+00	0.000e+00	9.739e-10
7.000e+02	5.796e-01	2.523e-03	4.645e+00	1.754e+02	7.632e+01	2.107e+02	0.000e+00	0.000e+00	2.446e-04
8.000e+02	3.757e+00	5.760e-02	6.253e+00	1.786e+02	1.573e+02	2.107e+02	0.000e+00	0.000e+00	2.446e-04
9.000e+02	3.757e+00	5.760e-02	6.253e+00	2.067e+02	1.573e+02	2.140e+02	0.000e+00	0.000e+00	9.739e-10
1.000e+03	3.757e+00	5.760e-02	6.253e+00	2.107e+02	1.786e+02	2.213e+02	0.000e+00	0.000e+00	9.739e-10
1.100e+03	3.757e+00	5.760e-02	6.253e+00	2.107e+02	1.786e+02	2.213e+02	0.000e+00	0.000e+00	9.739e-10
1.200e+03	3.757e+00	5.760e-02	6.253e+00	1.906e+02	3.016e+00	2.213e+02	0.000e+00	0.000e+00	4.270e-06
1.300e+03	3.757e+00	5.760e-02	6.253e+00	1.970e+02	3.016e+00	2.213e+02	0.000e+00	0.000e+00	4.270e-06
1.400e+03	3.757e+00	2.614e-02	6.253e+00	1.970e+02	3.016e+00	2.213e+02	0.000e+00	0.000e+00	4.270e-06
1.500e+03	3.757e+00	2.614e-02	6.253e+00	1.906e+02	3.016e+00	2.078e+02	0.000e+00	0.000e+00	4.270e-06
1.600e+03	3.757e+00	2.614e-02	6.253e+00	1.906e+02	3.742e+00	2.078e+02	0.000e+00	0.000e+00	0.000e+00
1.700e+03	3.757e+00	4.121e-02	6.253e+00	1.786e+02	3.742e+00	2.078e+02	0.000e+00	0.000e+00	2.072e-13
1.800e+03	3.757e+00	4.121e-02	6.253e+00	1.786e+02	3.742e+00	2.078e+02	0.000e+00	0.000e+00	1.431e-12
1.900e+03	3.757e+00	4.121e-02	6.253e+00	4.295e+00	1.308e+00	1.970e+02	0.000e+00	0.000e+00	2.297e-03
2.000e+03	3.757e+00	4.121e-02	6.253e+00	4.295e+00	1.308e+00	1.970e+02	0.000e+00	0.000e+00	0.000e+00
2.100e+03	3.757e+00	4.121e-02	6.253e+00	4.295e+00	1.308e+00	1.484e+02	0.000e+00	0.000e+00	0.000e+00
2.200e+03	3.757e+00	4.121e-02	6.253e+00	2.529e+00	1.308e+00	1.288e+01	0.000e+00	0.000e+00	2.297e-03
2.300e+03	3.757e+00	4.121e-02	6.253e+00	3.742e+00	1.874e+00	1.288e+01	0.000e+00	0.000e+00	2.297e-03
2.400e+03	3.757e+00	4.121e-02	6.253e+00	3.742e+00	1.874e+00	1.288e+01	0.000e+00	0.000e+00	2.297e-03
2.500e+03	3.757e+00	4.121e-02	6.253e+00	3.742e+00	1.874e+00	1.288e+01	0.000e+00	0.000e+00	2.297e-03
2.600e+03	3.757e+00	4.121e-02	6.253e+00	3.742e+00	1.874e+00	1.288e+01	0.000e+00	0.000e+00	0.000e+00
2.700e+03	3.757e+00	3.078e-01	6.253e+00	3.742e+00	1.874e+00	1.288e+01	0.000e+00	0.000e+00	0.000e+00
2.800e+03	3.757e+00	3.078e-01	6.253e+00	3.742e+00	1.874e+00	1.288e+01	0.000e+00	0.000e+00	0.000e+00
2.900e+03	3.757e+00	3.078e-01	7.824e+00	3.742e+00	1.308e+00	1.288e+01	0.000e+00	0.000e+00	0.000e+00
3.000e+03	3.757e+00	2.614e-02	7.824e+00	2.991e+00	1.308e+00	7.812e+00	0.000e+00	0.000e+00	0.000e+00
3.100e+03	3.757e+00	2.614e-02	7.824e+00	2.991e+00	1.308e+00	7.812e+00	0.000e+00	0.000e+00	0.000e+00
3.200e+03	3.757e+00	3.078e-01	7.824e+00	2.529e+00	1.308e+00	3.742e+00	0.000e+00	0.000e+00	0.000e+00
3.300e+03	3.757e+00	3.078e-01	7.824e+00	2.529e+00	1.308e+00	3.742e+00	0.000e+00	0.000e+00	0.000e+00
3.400e+03	3.757e+00	3.078e-01	7.824e+00	2.529e+00	1.308e+00	3.742e+00	0.000e+00	0.000e+00	3.348e-02
3.500e+03	6.253e+00	3.078e-01	8.670e+01	2.515e+00	7.268e-01	3.742e+00	0.000e+00	0.000e+00	0.000e+00
3.600e+03	6.253e+00	3.078e-01	8.670e+01	2.515e+00	7.268e-01	3.742e+00	0.000e+00	0.000e+00	0.000e+00
3.700e+03	6.253e+00	3.078e-01	8.670e+01	2.991e+00	1.130e+00	9.631e+00	0.000e+00	0.000e+00	0.000e+00
3.800e+03	6.253e+00	3.078e-01	8.670e+01	2.991e+00	1.130e+00	9.631e+00	0.000e+00	0.000e+00	0.000e+00
3.900e+03	6.253e+00	3.078e-01	8.670e+01	2.991e+00	1.308e+00	9.631e+00	0.000e+00	0.000e+00	0.000e+00
4.000e+03	6.253e+00	3.078e-01	8.670e+01	2.991e+00	1.308e+00	9.631e+00	0.000e+00	0.000e+00	0.000e+00
4.100e+03	6.253e+00	3.078e-01	8.670e+01	3.742e+00	1.308e+00	9.631e+00	0.000e+00	0.000e+00	0.000e+00
4.200e+03	6.253e+00	3.078e-01	8.670e+01	2.991e+00	1.308e+00	4.164e+00	0.000e+00	0.000e+00	0.000e+00
4.300e+03	6.253e+00	3.078e-01	8.670e+01	2.991e+00	1.308e+00	4.164e+00	0.000e+00	0.000e+00	8.272e-06
4.400e+03	6.253e+00	3.078e-01	8.670e+01	2.991e+00	1.308e+00	4.164e+00	0.000e+00	0.000e+00	3.348e-02
4.500e+03	6.253e+00	3.078e-01	8.670e+01	2.991e+00	1.308e+00	3.817e+00	0.000e+00	0.000e+00	3.348e-02
4.600e+03	6.253e+00	3.078e-01	8.670e+01	2.991e+00	1.308e+00	3.817e+00	0.000e+00	0.000e+00	3.348e-02
4.700e+03	6.253e+00	3.420e+00	8.670e+01	3.742e+00	1.902e+00	4.164e+00	0.000e+00	0.000e+00	3.348e-02
4.800e+03	6.253e+00	8.176e-01	8.670e+01	3.742e+00	1.902e+00	4.164e+00	0.000e+00	0.000e+00	3.348e-02
4.900e+03	1.086e+01	4.002e+00	8.670e+01	3.742e+00	1.902e+00	4.164e+00	0.000e+00	0.000e+00	3.348e-02
5.000e+03	1.086e+01	5.587e+00	8.670e+01	3.742e+00	1.902e+00	4.164e+00	0.000e+00	0.000e+00	3.348e-02
5.100e+03	1.086e+01	5.587e+00	8.670e+01	3.742e+00	1.902e+00	4.164e+00	0.000e+00	0.000e+00	3.348e-02
5.200e+03	2.298e+01	5.587e+00	8.670e+01	3.742e+00	1.308e+00	4.164e+00	0.000e+00	0.000e+00	3.348e-02
5.300e+03	2.298e+01	5.587e+00	8.670e+01	2.991e+00	1.130e+00	3.817e+00	0.000e+00	0.000e+00	3.348e-02
5.400e+03	2.298e+01	5.587e+00	8.670e+01	3.817e+00	2.515e+00	8.807e+00	0.000e+00	0.000e+00	5.312e-05
5.500e+03	2.298e+01	5.587e+00	8.670e+01	3.817e+00	2.515e+00	8.807e+00	0.000e+00	0.000e+00	5.312e-05
5.600e+03	2.298e+01	5.587e+00	8.670e+01	3.817e+00	2.515e+00	8.807e+00	0.000e+00	0.000e+00	5.312e-05
5.700e+03	2.298e+01	5.587e+00	8.670e+01	3.817e+00	2.515e+00	8.807e+00	0.000e+00	0.000e+00	5.312e-05
5.800e+03	7.254e+01	7.052e+00	9.426e+01	3.817e+00	2.515e+00	8.807e+00	0.000e+00	0.000e+00	5.312e-05
5.900e+03	7.254e+01	7.052e+00	9.426e+01	3.817e+00	2.515e+00	8.807e+00	0.000e+00	0.000e+00	5.312e-05
6.000e+03	7.254e+01	7.052e+00	9.426e+01	3.817e+00	2.515e+00	8.807e+00	0.000e+00	0.000e+00	5.312e-05
6.100e+03	7.254e+01	7.052e+00	9.426e+01	3.817e+00	2.515e+00	8.807e+00	0.000e+00	0.000e+00	5.312e-05
6.200e+03	8.670e+01	7.052e+00	1.110e+02	3.742e+00	1.308e+00	8.807e+00	0.000e+00	0.000e+00	3.942e-04
6.300e+03	8.670e+01	9.446e+00	1.110e+02	3.742e+00	1.308e+00	8.807e+00	0.000e+00	0.000e+00	3.348e-02
6.400e+03	8.670e+01	9.446e+00	1.110e+02	3.742e+00	1.308e+00	8.807e+00	0.000e+00	0.000e+00	3.348e-02
6.500e+03	8.670e+01	9.368e+00	1.110e+02	2.905e+00	1.130e+00	3.742e+00	1.231e-11	0.000e+00	3.348e-02
6.600e+03	8.670e+01	9.368e+00	1.110e+02	2.905e+00	1.130e+00	3.742e+00	1.231e-11	0.000e+00	3.348e-02
6.700e+03	8.670e+01	5.916e+00	1.266e+02	2.905e+00	1.130e+00	3.742e+00	5.416e-11	0.000e+00	3.348e-02
6.800e+03	8.670e+01	5.916e+00	1.266e+02	2.905e+00	1.130e+00	3.742e+00	5.416e-11	0.000e+00	3.348e-02
6.900e+03	1.048e+02	9.368e+00	1.266e+02	2.896e+00	8.870e-01	3.742e+00	5.416e-11	0.000e+00	3.348e-02
7.000e+03	1.081e+02	9.368e+00	1.266e+02	2.896e+00	8.870e-01	3.742e+00	3.167e-09	0.000e+00	3.348e-02
7.100e+03	1.081e+02	9.368e+00	1.266e+02	2.896e+00	4.343e-01	3.742e+00	0.000e+00	0.000e+00	3.942e-04
7.200e+03	1.110e+02	9.368e+00	1.478e+02	2.896e+00	4.343e-01	3.742e+00	0.000e+00	0.000e+00	3.942e-04
7.300e+03	1.110e+02	9.368e+00	1.478e+02	2.896e+00	4.343e-01	3.742e+00	0.000e+00	0.000e+00	3.942e-04
7.400e+03	1.110e+02	9.368e+00	1.478e+02	2.896e+00	4.343e-01	3.742e+00	0.000e+00	0.000e+00	3.942e-04
7.500e+03	1.110e+02	9.368e+00	1.478e+02	2.896e+00	4.343e-01	3.742e+00	0.000e+00	0.000e+00	3.942e-04
7.600e+03	1.110e+02	9.368e+00	1.478e+02	2.896e+00	4.343e-01	3.742e+00	0.000e+00	0.000e+00	3.942e-04
7.700e+03	1.110e+02	9.368e+00	1.478e+02	2.896e+00	4.343e-01	3.742e+00	0.000e+00	0.000e+00	3.942e-04
7.800e+03	1.110e+02	9.368e+00	1.478e+02	2.896e+00	1.130e+00	3.742e+00	2.810e-05	0.000e+00	3.348e-02
7.900e+03	1.110e+02	9.368e+00	1.478e+02	2.896e+00	1.130e+00	3.742e+00	2.810e-05	0.000e+00	3.348e-02
8.000e+03	1.110e+02	9.368e+00	1.478e+02	2.896e+00	1.130e+00	3.742e+00	2.810e-05	0.000e+00	3.348e-02
8.100e+03	1.266e+02	9.368e+00	1.506e+02	2.896e+00	1.130e+00	3.742e+00	2.810e-05	0.000e+00	3.348e-02
8.200e+03	1.266e+02	9.368e+00	1.506e+02	2.896e+00	1.130e+00	3.742e+00	2.751e-05	0.000e+00	3.348e-02
8.300e+03	1.373e+02	9.368e+00	1.506e+02	2.896e+00	1.130e+00	3.742e+00	0.000e+00	0.000e+00	3.348e-02
8.400e+03	1.373e+02	9.368e+00	1.506e+02	2.896e+00	1.130e+00	3.742e+00	0.000e+00	0.000e+00	3.348e-02
8.500e+03	1.373e+02	9.368e+00	1.506e+02	1.459e+00	1.130e+00	2.905e+00	0.000e+00	0.000e+00	3.348e-02
8.600e+03	1.478e+02	9.368e+00	1.567e+02	1.459e+00	1.130e+00	2.905e+00	0.000e+00	0.000e+00	1.665e+01
8.700e+03	1.478e+02	9.368e+00	1.567e+02	1.459e+00	1.130e+00	2.905e+00	2.420e-05	0.000e+00	1.665e+01
8.800e+03	1.478e+02	9.368e+00	1.567e+02	1.459e+00	1.130e+00	2.905e+00	2.420e-05	0.000e+00	1.665e+01
8.900e+03	1.478e+02	9.368e+00	1.567e+02	1.459e+00	1.130e+00	2.905e+00	2.420e-05	0.000e+00	1.665e+01
9.000e+03	1.478e+02	9.368e+00	1.567e+02	1.459e+00	1.130e+00	2.905e+00	2.420e-05	0.000e+00	1.665e+01
9.100e+03	1.478e+02	9.368e+00	1.567e+02	1.459e+00	1.130e+00	2.905e+00	2.420e-05	0.000e+00	1.665e+01
9.200e+03	1.478e+02	9.368e+00	1.567e+02	1.459e+00	1.130e+00	2.905e+00	2.420e-05	0.000e+00	1.665e+01
9.300e+03	1.478e+02	9.368e+00	1.567e+02	2.896e+00	1.130e+00	2.905e+00	1.470e-04	0.000e+00	1.665e+01
9.400e+03	1.478e+02	9.368e+00	1.567e+02	2.896e+00	1.130e+00	2.905e+00	1.470e-04	0.000e+00	1.665e+01
9.500e+03	1.478e+02	9.368e+00	1.567e+02	2.896e+00	1.130e+00	2.905e+00	1.470e-04	0.000e+00	1.665e+01
9.600e+03	1.506e+02	9.368e+00	1.759e+02	2.896e+00	1.130e+00	2.905e+00	1.470e-04	0.000e+00	1.665e+01
9.700e+03	1.506e+02	9.368e+00	1.759e+02	2.896e+00	1.130e+00	2.905e+00	1.470e-04	0.000e+00	1.665e+01
9.800e+03	1.506e+02	9.368e+00	1.759e+02	2.896e+00	1.130e+00	2.905e+00	1.470e-04	0.000e+00	1.665e+01
9.900e+03	1.506e+02	9.368e+00	1.759e+02	2.896e+00	1.130e+00	2.905e+00	1.470e-04	0.000e+00	1.665e+01
1.000e+04	1.506e+02	9.368e+00	1.759e+02	2.896e+00	1.130e+00	2.905e+00	1.470e-04	0.000e+00	1.665e+01
